TIME_PERIOD,CPI - index,CPI - YoY,HICP - index,HICP - YoY,PPI - YoY,PPI - index,Unemmployment - YoY,Unemployment - %,wage rate - YoY,wage rate - index,AEX -price ,AEX change,Country Level Index of Financial Stress,Industrial_confidence,Services_confidence,Consumer_confidence,Retail_confidence,Construction_confidence,Economic_sentiment,Employment_expectations,Inflation_expectations,Exchangerate_CPI,Exchangerate_PPI,10years_gov_bond_rate,3month_euribor,Loans_upto_1M,Loans_house,Loans_over_1M,M1,M2,M3,US_Dollar_per_EUR,Construction_index,Consumption,Export,GDP,Import,Industrial_production_index,Manufacturing_index,Retain_trade_index
2011-M05,94.03,2.162103433,94.84,2.28645384,11.0542477,111.6638079,-3.278688525,5.9,1.301301301,101.2,339.65,-2.80%,0.0779,-0.3,10.9,-6.6,5.6,-18.3,101.1,95,27.5,99.9226,99.7702,3.4,-1.2749,1600,6723,8953,99.13192,100.00627,100.03937,1.4385,114.031746,73128583784,1.17179E+11,1.63821E+11,1.01471E+11,102.2623711,106.5130358,102.6516706
2011-M06,93.57,2.150655022,94.23,2.301595918,9.98980632,111.0463122,-6.666666667,5.6,1.301301301,101.2,329.17,-3.09%,0.1092,-2,7.4,-8.1,5,-16.4,97.4,98,28.8,99.9473,99.9352,3.28,-1.2114,1515,6514,8530,99.51653,100.2047,100.20544,1.4453,102.2222222,73128583784,1.17179E+11,1.63821E+11,1.01471E+11,97.46582461,104.6382189,102.6516706
2011-M07,94.04,2.955988614,94.54,3.243420334,11.51079137,111.6638079,-1.694915254,5.8,1.598401598,101.7,292.93,-11.01%,0.0715,-4.9,6.7,-6.7,0.7,-16.7,96.4,99.8,23.6,99.0348,98.993,3.17,-1.0024,1950,6328,11456,99.51766,100.31513,100.22143,1.426,90.79365079,73038672622,1.18708E+11,1.63585E+11,1.02868E+11,96.31465345,98.77941607,101.2724735
2011-M08,94.19,2.962396152,94.65,3.217011996,10.78028747,111.0463122,0,5.7,1.497005988,101.7,280.18,-4.35%,0.0922,-5.7,6.3,-12.8,-1.9,-19.3,94.4,101.5,29.2,99.3703,98.7605,2.68,-0.9479,1209,5947,8378,100.26713,100.91162,100.99641,1.445,62.34920635,73038672622,1.18708E+11,1.63585E+11,1.02868E+11,94.10824207,95.38131042,96.34676956
2011-M09,94.53,2.694187941,95.12,2.954865245,10.92951992,111.7667238,3.333333333,6.2,1.596806387,101.8,307.5,9.75%,0.1257,-4.7,-3.5,-18.3,1,-21.3,92.3,90.7,25.3,98.5634,97.6321,2.34,-1.4635,1307,5314,9229,100.32513,101.19508,101.24112,1.3503,122.031746,73038672622,1.18708E+11,1.63585E+11,1.02868E+11,101.8786474,109.3252612,99.20367786
2011-M10,94.57,2.648431564,95.22,2.818270165,9.219858156,110.9433962,8.474576271,6.4,1.696606786,101.9,299.68,-2.54%,0.1119,-6.6,-2,-23.3,-7.6,-25.3,89.5,88.9,29,99.0091,97.8564,2.46,-1.4241,1442,4901,8872,100.51969,101.03329,100.90367,1.4001,103.2380952,72760999767,1.17529E+11,1.62723E+11,1.01919E+11,100.8234071,105.4584513,100.8784172
2011-M11,94.28,2.455987829,94.84,2.562993403,8.517034068,111.457976,11.86440678,6.6,1.696606786,101.9,312.47,4.27%,0.2003,-6.6,-5.2,-18.9,-6.3,-16.7,91.6,91.7,28.5,98.4827,97.6374,2.45,-1.5153,1468,5141,8726,100.7061,101.12645,101.00143,1.3418,103.3650794,72760999767,1.17529E+11,1.62723E+11,1.01919E+11,104.6606443,106.9817401,101.7650439
2011-M12,94.04,2.417773905,94.54,2.504608045,6.600985222,111.35506,10.71428571,6.2,1.595214357,101.9,318.47,1.92%,0.1932,-4.8,-9,-23,-6,-26.3,91.1,94.1,27.4,96.7913,95.9308,2.38,-1.3739,1971,5626,8458,100.9054,101.27861,101.32515,1.2939,69.20634921,72760999767,1.17529E+11,1.62723E+11,1.01919E+11,103.5094732,100.5370569,117.7243248
2012-M01,93.99,2.474923681,94.66,2.880121726,2.884615385,110.1200686,11.47540984,6.8,2.079207921,103.1,324.25,1.81%,0.1728,-5.6,-7.7,-22.5,-1.5,-29.4,90.5,88,26.6,94.7371,94.4666,2.2,-1.4778,1762,4664,7524,101.31076,101.74782,101.64459,1.3176,93.84126984,72966919155,1.19566E+11,1.62577E+11,1.04029E+11,94.39603485,99.59964847,91.71660783
2012-M02,94.7,2.478086787,95.6,2.873130313,1.790763431,111.1492281,9.677419355,6.8,2.077151335,103.2,323.51,-0.23%,0.1115,-5.2,-8.4,-19.1,-2.6,-31.8,91.8,90.5,17.7,95.3306,95.3914,2.24,-1.6517,1645,3935,8950,101.43833,102.21086,102.09269,1.3443,94.98412698,72966919155,1.19566E+11,1.62577E+11,1.04029E+11,96.50651531,99.01376819,87.5790165
2012-M03,95.78,2.482345388,96.93,2.898089172,0.833333333,112.0754717,13.33333333,6.8,2.077151335,103.2,308.3,-4.70%,0.1177,-5.5,-8.9,-21.9,-1.8,-34.2,90.8,91.6,22.5,95.4635,95.6332,2.25,-1.8415,1834,4459,7577,102.07826,102.7112,102.91413,1.3356,105.7777778,72966919155,1.19566E+11,1.62577E+11,1.04029E+11,100.9193381,113.074895,103.3412692
2012-M04,96.17,2.352064708,97.39,2.76458795,-0.365965233,112.0754717,16.94915254,6.9,2.371541502,103.6,290.09,-5.91%,0.0961,-6.9,-8.2,-16.8,-3.1,-35.2,91.3,89.9,18.1,95.3175,95.3206,2.29,-1.8557,1701,4647,7926,101.52572,102.43138,102.53983,1.3214,101.7142857,72570370451,1.22274E+11,1.62496E+11,1.05901E+11,98.23327204,99.13094424,96.1497414
2012-M05,96.03,2.126980751,97.17,2.456769296,-0.368663594,111.2521441,13.55932203,6.7,2.470355731,103.7,307.31,5.94%,0.1591,-8,-8.1,-21.3,-4,-40.4,88.6,86.4,35.7,94.1001,93.9391,1.96,-1.7151,1513,4702,8612,102.42667,102.79884,102.9635,1.2403,99.93650794,72570370451,1.22274E+11,1.62496E+11,1.05901E+11,101.1111999,103.7008105,104.2278959
2012-M06,95.57,2.137437213,96.59,2.504510241,-1.390176089,109.5025729,16.07142857,6.5,2.56916996,103.8,326.47,6.23%,0.1474,-8,-10.1,-23.9,-8.4,-41.9,87.7,90.5,35.2,93.5043,93.15,1.93,-1.7411,1552,5610,8209,103.00202,103.19036,103.28114,1.259,101.0793651,72570370451,1.22274E+11,1.62496E+11,1.05901E+11,99.96002878,106.747388,103.8338396
2012-M07,96.2,2.296894938,97,2.602073197,-1.013824885,110.5317324,13.79310345,6.6,2.359882006,104.1,329.28,0.86%,0.0952,-8.2,-6.9,-15.5,-3.9,-42.3,89.6,84.2,20,91.7102,91.8102,1.75,-1.903,1803,4842,8184,104.27845,103.74033,103.74707,1.2284,84.95238095,72413144618,1.22315E+11,1.6172E+11,1.05046E+11,94.8756895,99.59964847,97.03636811
2012-M08,96.32,2.261386559,97.07,2.556788167,1.019462465,112.1783877,12.28070175,6.4,2.55653884,104.3,323.18,-1.85%,0.0828,-6,-8.3,-17,-9.4,-33.7,90.5,83.6,23.4,91.6729,92.0267,1.76,-2.2676,1284,4233,6565,105.07999,103.98579,103.79816,1.2611,61.84126984,72413144618,1.22315E+11,1.6172E+11,1.05046E+11,92.95707091,96.67024705,96.54379772
2012-M09,96.72,2.316724849,97.54,2.544154752,0.828729282,112.6929674,12.90322581,7,2.455795678,104.3,330.76,2.35%,0.1017,-7.8,-7.3,-15.6,-5.9,-45.2,89.3,85,33.6,93.6868,94.0206,1.84,-2.3537,1161,3903,5933,105.58128,104.35796,104.02527,1.293,110.6031746,72413144618,1.22315E+11,1.6172E+11,1.05046E+11,96.60244624,102.9977541,99.10516378
2012-M10,97.29,2.876176377,98.33,3.266120563,1.20593692,112.2813036,9.375,7,2.453385672,104.4,336.55,1.75%,0.0638,-9.5,-8.6,-16.4,-8.2,-42.3,88,84,42.6,94.0953,94.5691,1.77,-2.2921,1468,3888,7862,106.58218,105.22354,104.69585,1.2993,98.53968254,71443926971,1.23873E+11,1.60825E+11,1.05519E+11,104.2769206,108.856557,99.4992201
2012-M11,96.89,2.768349597,97.85,3.173766343,0.092336103,111.5608919,9.090909091,7.2,2.453385672,104.4,342.71,1.83%,0.0529,-9.1,-10.9,-24.1,-1.8,-44.8,85.8,82.4,32.2,93.4448,93.987,1.65,-2.008,1356,3979,7244,107.0983,105.56933,104.7641,1.2986,95.74603175,71443926971,1.23873E+11,1.60825E+11,1.05519E+11,105.5240227,107.5676203,98.80962154
2012-M12,96.76,2.892386219,97.73,3.374233129,-0.369685767,110.9433962,14.51612903,7.1,2.453385672,104.4,354.35,3.40%,0.0517,-9.3,-10.9,-23.8,-7.8,-47.4,85.7,80.5,17.7,94.7044,95.2961,1.56,-2.0145,1631,5664,6628,107.68545,105.92657,104.92886,1.3194,58.79365079,71443926971,1.23873E+11,1.60825E+11,1.05519E+11,99.48037413,93.97519773,111.81348
2013-M01,96.78,2.968400894,97.7,3.211493767,0.934579439,111.1492281,14.70588235,7.8,2.03685742,105.2,340.53,-3.90%,0.1025,-9.2,-11.5,-18,-6.3,-43.7,88,82,15,95.9127,96.7325,1.74,-1.7951,1706,3988,8223,107.85631,106.20876,105.12162,1.355,84.82539683,71664455227,1.24793E+11,1.60757E+11,1.05448E+11,97.7536174,97.84200762,90.63295296
2013-M02,97.54,2.998944034,98.7,3.242677824,0.740740741,111.9725557,17.64705882,8,2.034883721,105.3,348.1,2.22%,0.0884,-6.3,-12,-26.5,-8.5,-40.3,87.9,82,14,96.6911,97.6338,1.83,-1.6767,1330,3372,6229,108.58972,106.54575,105.23421,1.3129,84.31746032,71664455227,1.24793E+11,1.60757E+11,1.05448E+11,92.38148533,94.32672591,82.75182662
2013-M03,98.58,2.923366047,100.02,3.187867533,-0.826446281,111.1492281,20.58823529,8.2,2.034883721,105.3,351.39,0.95%,0.0371,-7.4,-12.1,-23,-10,-42.8,88.6,83.4,14.8,95.2359,96.0051,1.67,-1.494,1638,4479,6328,109.10175,106.84019,105.3865,1.2805,92.57142857,71664455227,1.24793E+11,1.60757E+11,1.05448E+11,106.1955392,105.2240992,97.13488219
2013-M04,98.67,2.599563273,100.1,2.782626553,-1.744719927,110.1200686,17.39130435,8.1,1.737451737,105.4,363.38,3.41%,0.07,-8.5,-10.7,-17.4,-8,-41.6,88.5,84,7.3,95.2598,96.2144,1.66,-0.9911,1795,4966,7207,110.08578,107.2694,105.68306,1.3072,93.33333333,71678482255,1.24991E+11,1.61446E+11,1.0736E+11,99.86409785,98.89659213,94.86905837
2013-M05,98.69,2.769967718,100.14,3.056498919,-1.295097132,109.8113208,20.89552239,8.1,1.639344262,105.4,344.59,-5.17%,0.045,-7.4,-11.1,-15.8,-5,-37.3,90.2,84,0.9,95.4092,96.2536,1.69,-1.1988,1651,4320,6085,110.65628,107.52155,105.84253,1.3006,93.07936508,71678482255,1.24991E+11,1.61446E+11,1.0736E+11,102.8379567,102.2946978,102.6516706
2013-M06,98.32,2.87747201,99.65,3.168029817,-0.093984962,109.3996569,24.61538462,8.1,1.541425819,105.4,369.81,7.32%,0.0966,-7.4,-6.4,-19,-2.2,-41.3,90.4,84.2,9,97.1002,97.2894,2,-1.3898,1541,4183,6000,110.65797,107.48523,105.63506,1.308,91.93650794,71678482255,1.24991E+11,1.61446E+11,1.0736E+11,95.73906787,102.9977541,98.71110746
2013-M07,99.15,3.066528067,100,3.092783505,-0.465549348,110.0171527,25.75757576,8.3,1.53698367,105.7,362.93,-1.86%,0.0616,-6.4,-9.8,-20.3,-7.8,-43.1,88,83.1,9.2,97.0044,97.2097,2.03,-1.3786,1806,4706,7783,111.3647,107.76669,105.80843,1.3275,81.3968254,72111965642,1.26127E+11,1.62258E+11,1.08395E+11,94.77975857,100.8885851,97.23339627
2013-M08,99.03,2.813538206,99.78,2.791799732,-1.834862385,110.1200686,26.5625,8.1,1.342281879,105.7,374.92,3.30%,0.0459,-2.7,-5.1,-17,-1.2,-35.4,94.2,85.9,10.5,98.1479,97.9246,2.2,-1.0741,1253,4432,4969,112.22615,108.16268,106.15122,1.3235,58.28571429,72111965642,1.26127E+11,1.62258E+11,1.08395E+11,90.6547286,93.27214139,95.26311469
2013-M09,99.08,2.440033085,99.86,2.37851138,-2.374429224,110.0171527,21.42857143,8.5,1.342281879,105.7,391.92,4.53%,0.0471,-3.8,-3.4,-16.8,-1.2,-36.2,93.6,85.6,10.3,97.9076,97.7332,2.32,-0.8768,1258,4360,4899,112.90824,108.37327,106.13673,1.3505,103.8730159,72111965642,1.26127E+11,1.62258E+11,1.08395E+11,99.67223599,105.1069232,92.70174862
2013-M10,98.8,1.552060849,99.61,1.301739042,-2.933088909,108.9879931,21.42857143,8.5,1.340996169,105.8,396.55,1.18%,0.0506,-2.2,-2.3,-13.3,-6.7,-34.6,95.1,84.6,0.7,98.3869,98.5425,2.18,-0.4742,1491,4572,7029,113.70112,108.65308,106.26518,1.3641,100.3174603,72442655659,1.27732E+11,1.63238E+11,1.11717E+11,103.5094732,111.2000781,98.41556522
2013-M11,98.31,1.465579523,99.02,1.195707716,-2.306273063,108.9879931,16.66666667,8.4,1.340996169,105.8,401.79,1.32%,0.0483,-3,-0.2,-7.3,-5.3,-36.2,96.1,84.9,2.4,98.1068,98.2008,2.06,-0.6766,1409,4514,7087,114.14184,108.81373,106.34043,1.3611,92.6984127,72442655659,1.27732E+11,1.63238E+11,1.11717E+11,105.6199536,105.8099795,98.12002299
2013-M12,98.36,1.653575858,99.1,1.401821345,-1.484230056,109.296741,15.49295775,8.2,1.436781609,105.9,386.85,-3.72%,0.0592,-3.4,0.9,-7.4,-5.1,-34.7,97.6,86.5,9.2,99.4311,99.2472,2.16,-0.5265,1916,5364,6661,113.82545,108.565,105.97957,1.3791,61.33333333,72442655659,1.27732E+11,1.63238E+11,1.11717E+11,102.5501639,100.0683527,108.8580576
2014-M01,98.15,1.415581732,98.48,0.798362334,-1.666666667,109.296741,14.1025641,8.9,1.330798479,106.6,398.54,3.02%,0.0509,-2.8,0.7,-4,-1.7,-29.3,97.7,87.2,11.7,99.2835,98.4878,2.1,-0.508,1779,4986,6582,114.24973,108.71504,106.33566,1.3516,91.55555556,72038915106,1.29773E+11,1.63615E+11,1.10589E+11,93.2448637,101.0057612,91.71660783
2014-M02,98.57,1.055977035,99.07,0.374873354,-2.389705882,109.296741,12.5,9,1.234567901,106.6,403.21,1.17%,0.0549,-2.8,1.4,-2.7,-1,-28.3,99.4,89.2,7.3,99.6339,98.5999,1.89,-0.4119,1401,4317,5534,115.03868,109.09021,106.61723,1.3813,92.31746032,72038915106,1.29773E+11,1.63615E+11,1.10589E+11,85.57038932,99.59964847,83.24439701
2014-M03,99.39,0.821667681,100.16,0.139972006,-2.222222222,108.6792453,8.536585366,8.9,1.329534663,106.7,400.55,-0.66%,0.0636,-1.1,4,-0.7,1.9,-27,101.9,90.9,5.5,100.398,99.5701,1.81,-0.1947,1457,4704,5030,115.53564,109.29027,106.56265,1.3788,90.79365079,72038915106,1.29773E+11,1.63615E+11,1.10589E+11,96.12279159,106.2786837,95.26311469
2014-M04,99.85,1.195905544,100.74,0.639360639,-0.841121495,109.193825,8.641975309,8.8,1.328273245,106.8,407.21,1.66%,0.0301,-2.7,4.4,-2.3,1.4,-22,99.7,92.1,5,99.8696,99.407,1.85,-0.3703,1707,5447,6254,115.64455,109.33528,106.46416,1.385,97.14285714,72334336510,1.31242E+11,1.64142E+11,1.11099E+11,98.52106483,102.9977541,98.02150891
2014-M05,99.51,0.830884588,100.28,0.139804274,-0.468603561,109.296741,4.938271605,8.5,1.328273245,106.8,413.15,1.46%,0.0307,-2.6,5,-1.9,1,-25.1,100,91.7,9.8,98.744,98.8645,1.71,-0.1754,1441,5405,5722,116.35596,109.87704,107.08953,1.3607,91.04761905,72334336510,1.31242E+11,1.64142E+11,1.11099E+11,100.4396834,102.0603457,103.4397833
2014-M06,99.24,0.935720098,99.92,0.270948319,0.094073377,109.5025729,0,8.1,1.328273245,106.8,404.29,-2.14%,0.0294,-2.8,5.3,-1.9,0.8,-19,100.5,92,6.4,97.8438,98.1141,1.6,-0.2586,1436,5666,4898,117.02746,110.1693,107.44261,1.3658,88.63492063,72334336510,1.31242E+11,1.64142E+11,1.11099E+11,94.97162043,102.1775217,97.03636811
2014-M07,100.05,0.907715582,100.26,0.26,-0.467726848,109.5025729,-3.614457831,8,1.229895932,107,413.13,2.19%,0.0279,-2.2,3.1,-2.3,3.7,-21.8,100,92,6.2,97.2271,97.6492,1.41,-0.195,1726,6279,6866,117.71033,110.48156,107.79383,1.3379,83.93650794,72373293983,1.33415E+11,1.6409E+11,1.13188E+11,96.21872252,102.5290499,97.82448075
2014-M08,99.98,0.959305261,100.14,0.360793746,-1.028037383,108.9879931,-4.938271605,7.7,1.324503311,107.1,421.14,1.94%,0.0223,-1.7,3.9,-5.2,2.7,-16.9,100.7,94,9.7,96.6512,96.8738,1.2,-0.2084,1183,5406,4683,118.63952,110.94694,108.22101,1.3188,51.93650794,72373293983,1.33415E+11,1.6409E+11,1.13188E+11,89.31169558,91.28014842,94.77054429
2014-M09,99.96,0.888171175,100.12,0.26036451,-1.122544434,108.7821612,-4.705882353,8.1,1.324503311,107.1,411.32,-2.33%,0.0363,-1.7,3.9,-6.3,3,-12.2,99.7,93.1,5.7,95.1293,95.4481,1.15,-0.2029,1279,5331,4636,119.70423,111.43355,108.6507,1.2583,103.2380952,72373293983,1.33415E+11,1.6409E+11,1.13188E+11,99.57630506,107.9191485,92.60323455
2014-M10,99.84,1.052631579,100,0.391526955,-1.227573182,107.6500858,-4.705882353,8.1,1.417769376,107.3,425.86,3.53%,0.0538,0.2,5.4,-4,4.1,-16.8,101.5,93.2,9,94.3889,94.6818,1.03,-0.3174,1408,5761,5414,120.52522,111.63332,108.929,1.2524,108.952381,73180612552,1.35298E+11,1.66309E+11,1.14955E+11,101.5908546,110.965726,100.681389
2014-M11,99.25,0.956159089,99.27,0.252474248,-2.549575071,106.2092624,-3.571428571,8.1,1.417769376,107.3,424.47,-0.33%,0.029,-0.3,5.8,-5.4,1,-15.8,101.3,92.8,8.6,94.3804,94.6135,0.93,-0.2191,1222,5601,4170,121.89637,112.33045,109.57505,1.2483,97.9047619,73180612552,1.35298E+11,1.66309E+11,1.14955E+11,99.19258134,102.5290499,97.62745259
2014-M12,99.05,0.701504677,99.04,-0.060544904,-5.743879473,103.0188679,-2.43902439,8,1.322001889,107.3,450.39,6.11%,0.0332,0.4,6.4,-6.4,5.1,-10.8,102,93.6,10.3,94.8491,94.4246,0.78,0.2809,1980,8253,11873,122.8854,112.61765,109.94434,1.2141,66.79365079,73180612552,1.35298E+11,1.66309E+11,1.14955E+11,103.4135422,101.2401133,111.9119941
2015-M01,98.15,0,97.82,-0.67018684,-7.532956685,101.0634648,-3.370786517,8.6,0.562851782,107.2,483.93,7.45%,0.1666,-1.1,7.5,-3.6,3.1,-11.1,101.9,92.2,-0.3,91.1068,90.9672,0.52,0.6627,1813,7626,10790,124.27789,112.99374,110.2741,1.1305,94.85714286,73673977738,1.46197E+11,1.6696E+11,1.18573E+11,94.01231114,96.31871888,92.70174862
2015-M02,98.69,0.121740895,98.62,-0.454224286,-6.120527307,102.6072041,-6.666666667,8.4,0.562851782,107.2,489.41,1.13%,0.1187,-1.3,5.8,-5,2.8,-8.6,101.8,94.4,3.6,89.7452,89.6811,0.42,0.3482,1401,5982,7395,125.342,113.45329,110.88172,1.124,94.85714286,73673977738,1.46197E+11,1.6696E+11,1.18573E+11,90.36693581,97.95918367,84.32805188
2015-M03,99.75,0.362209478,99.88,-0.279552716,-4.450757576,103.8421955,-5.617977528,8.4,0.562324274,107.3,487.85,-0.32%,0.0988,-0.6,6.4,-0.7,5.7,-7.3,103.4,97.2,9.2,86.9197,87.2532,0.33,0.1272,1723,8140,12540,126.44181,113.96336,111.15649,1.0759,104.3809524,73673977738,1.46197E+11,1.6696E+11,1.18573E+11,97.56175554,109.5596133,94.86905837
2015-M04,100.39,0.540811217,100.71,-0.029779631,-3.864278982,104.974271,-6.818181818,8.2,0.561797753,107.4,493.56,1.17%,0.0623,0.3,5.2,-1.8,10,-5.1,103.7,96.9,6.1,85.7383,86.8269,0.31,-0.1953,1834,8103,13060,127.71588,114.65585,112.01492,1.1215,100.1904762,74255068531,1.40628E+11,1.6767E+11,1.50714E+11,90.36693581,101.0057612,99.4992201
2015-M05,100.61,1.105416541,100.97,0.688073394,-3.29566855,105.6946827,-5.882352941,8,0.561797753,107.4,472.58,-4.25%,0.1125,1,6,-0.5,9.1,-3.9,105,98.2,5.3,87.4916,88.4838,0.75,-0.6104,1297,8217,10005,128.97688,115.10224,112.12744,1.097,95.11111111,74255068531,1.40628E+11,1.6767E+11,1.50714E+11,89.11983372,97.84200762,101.9620721
2015-M06,100.23,0.99758162,100.4,0.480384307,-3.477443609,105.6946827,-4.938271605,7.7,0.655430712,107.5,495.23,4.79%,0.0654,1.4,5.6,0.3,6.5,-0.4,104.5,98,10.6,88.4332,89.0582,1.05,-0.5139,1557,9714,12066,130.17998,115.61155,112.42334,1.1189,110.2222222,74255068531,1.40628E+11,1.6767E+11,1.50714E+11,97.08210089,110.2626697,101.863558
2015-M07,101,0.949525237,101.07,0.807899461,-4.135338346,104.974271,-6.25,7.5,0.654205607,107.7,445.03,-10.14%,0.0478,0.7,7.1,-0.2,7.9,9.2,104.6,97.4,10,87.3986,88.2004,0.99,-0.5187,1748,11025,12940,131.47904,116.25386,113.10551,1.0967,88.50793651,74138558646,1.4268E+11,1.68467E+11,1.23872E+11,92.95707091,102.5290499,101.0754454
2015-M08,100.69,0.710142028,100.58,0.439384861,-5.66572238,102.813036,-5.194805195,7.3,0.56022409,107.7,421.14,-5.37%,0.0895,1.6,8.1,0.8,5.9,-1.5,105.8,95.7,11.4,89.6394,89.6998,0.85,-0.4277,1160,10209,8077,132.25549,116.55709,113.42019,1.1215,56.50793651,74138558646,1.4268E+11,1.68467E+11,1.23872E+11,81.6372212,89.87403574,93.98243166
2015-M09,100.5,0.540216086,100.4,0.279664403,-6.527909177,101.6809605,-3.703703704,7.8,0.746965453,107.9,462.12,9.73%,0.0838,2.1,7.6,0,8.4,0.7,106.7,98.3,11.4,90.917,90.6466,0.87,-0.237,1208,9459,11452,132.99928,116.88802,113.67709,1.1203,109.968254,74138558646,1.4268E+11,1.68467E+11,1.23872E+11,94.8756895,108.2706767,96.74082588
2015-M10,100.41,0.570913462,100.4,0.4,-6.309751434,100.8576329,-2.469135802,7.9,0.55917987,107.9,469.52,1.60%,0.0603,0.4,7.4,-1.2,7.7,3.4,103.8,100.2,13.1,90.4174,90.5855,0.73,-0.4536,1497,9115,11698,134.30261,117.5677,114.54309,1.1017,106.031746,74256464922,1.44197E+11,1.68863E+11,1.26662E+11,97.27396275,110.8485499,102.9472129
2015-M11,99.85,0.604534005,99.64,0.372720862,-4.748062016,101.1663808,-6.172839506,7.6,0.652376514,108,441.82,-5.90%,0.0431,1.5,8.4,0.6,15.6,10.1,106.1,100,13.1,87.7165,88.1642,0.72,-0.1876,1268,9881,7628,135.28437,118.11241,115.01569,1.0579,101.2063492,74256464922,1.44197E+11,1.68863E+11,1.26662E+11,97.27396275,108.1535006,96.34676956
2015-M12,99.73,0.686521959,99.53,0.494749596,-3.296703297,99.62264151,-8.75,7.3,0.745573159,108.1,431.28,-2.39%,0.0519,-0.1,9.6,-1.1,8.4,3.8,104.4,98.2,15.3,89.1694,89.3325,0.75,-0.4263,1683,11807,10866,135.9769,118.59053,115.13725,1.0887,67.42857143,74256464922,1.44197E+11,1.68863E+11,1.26662E+11,94.77975857,105.3412753,115.6555291
2016-M01,98.71,0.570555273,98.03,0.214680025,-2.749490835,98.28473413,-9.302325581,7.8,1.958955224,109.3,427.27,-0.93%,0.0592,0.4,9.1,-0.4,7.8,4.6,105.6,98.9,8.2,90.3525,90.2307,0.65,-0.4461,1568,10566,9673,137.21113,119.21748,115.8669,1.092,103.4920635,74217359695,1.44236E+11,1.69958E+11,1.24109E+11,90.07914302,97.25612733,91.51957967
2016-M02,99.3,0.618097072,98.94,0.324477794,-5.015045135,97.46140652,-7.142857143,7.8,1.958955224,109.3,440.11,3.01%,0.0395,-0.1,9.4,-4.5,7.3,10.2,103.4,99.7,9.9,91.3501,91.3667,0.37,-0.0836,1275,9488,7649,138.48437,119.82575,116.57591,1.0888,108.6984127,74217359695,1.44236E+11,1.69958E+11,1.24109E+11,92.38148533,102.2946978,86.88941795
2016-M03,100.31,0.561403509,100.4,0.52062475,-5.351833499,98.28473413,-8.333333333,7.7,1.863932898,109.3,439.68,-0.10%,0.0279,0.6,7.7,-5.2,7.2,2.8,103.8,98.7,3.1,90.4012,90.7423,0.32,-0.2285,1322,10036,7797,139.18294,120.22194,116.81517,1.1385,111.7460317,74217359695,1.44236E+11,1.69958E+11,1.24109E+11,100.0559597,112.6061908,99.0066497
2016-M04,100.4,0.009961152,100.51,-0.198590011,-5.882352941,98.79931389,-8.536585366,7.5,1.955307263,109.5,447.87,1.86%,0.0363,0.9,9.1,-3.2,4.9,4.1,104.8,100.9,12.3,90.9044,91.439,0.4,0.0508,1333,10128,9086,140.13134,120.68539,117.3557,1.1403,110.984127,74523642253,1.45308E+11,1.71271E+11,1.26781E+11,94.30010393,104.755395,99.89327641
2016-M05,100.58,-0.02981811,100.75,-0.217886501,-5.35540409,100.0343053,-10,7.2,2.048417132,109.6,435.88,-2.68%,0.052,1.3,9.1,-3.5,5.9,9.8,105.1,101.7,11.4,91.2869,91.7402,0.38,-0.1572,1213,9418,8099,140.94873,121.07274,117.76526,1.1154,104.6349206,74523642253,1.45308E+11,1.71271E+11,1.26781E+11,93.2448637,103.1149302,101.9620721
2016-M06,100.26,0.029931158,100.2,-0.199203187,-4.479065239,100.9605489,-10.38961039,6.9,1.953488372,109.6,449.83,3.20%,0.0742,2.9,8.6,-0.5,6.8,11.6,107.1,101.4,18,90.8297,91.4434,0.25,-0.2679,1240,9552,10144,141.42694,121.40373,118.12058,1.1102,112.8888889,74523642253,1.45308E+11,1.71271E+11,1.26781E+11,98.80885762,113.7779514,104.1293818
2016-M07,100.76,-0.237623762,100.5,-0.563965568,-4.215686275,100.5488851,-10.66666667,6.7,2.135561746,110,454.38,1.01%,0.0851,2.3,7.7,-3.4,6.1,13.8,105.4,99.5,14.8,90.5416,91.4939,0.06,-0.4945,1384,10178,9533,142.61048,122.01836,118.76926,1.1113,101.968254,75243152823,1.46109E+11,1.72801E+11,1.2727E+11,89.79135023,101.8259936,101.9620721
2016-M08,100.88,0.188697984,100.67,0.08948101,-2.302302302,100.4459691,-12.32876712,6.4,2.135561746,110,452.33,-0.45%,0.0485,-0.3,8.8,-3.7,8.6,17.6,103.8,101.2,6,90.9354,91.7712,0.03,-0.4982,1080,9764,6749,143.48953,122.32737,118.99424,1.1132,62.6031746,75243152823,1.46109E+11,1.72801E+11,1.2727E+11,85.95411304,95.9671907,95.75568508
2016-M09,100.57,0.069651741,100.31,-0.089641434,-0.708502024,100.9605489,-14.1025641,6.7,2.03892493,110.1,452.59,0.06%,0.0595,0.9,8.7,-0.8,6.3,15.4,104.2,103.6,8.7,91.1094,91.8656,0.06,-0.7016,1038,9922,8289,144.22116,122.80892,119.43595,1.1161,120.8888889,75243152823,1.46109E+11,1.72801E+11,1.2727E+11,94.97162043,110.7313739,98.41556522
2016-M10,100.83,0.418285031,100.67,0.268924303,1.530612245,102.4013722,-15.18987342,6.7,2.03892493,110.1,457.21,1.02%,0.047,1.3,10.1,2.7,5.9,20.6,104.8,102,19.5,90.9048,91.8885,0.16,-0.809,1160,9883,9283,145.16241,123.03802,119.69732,1.0946,113.6507937,75969908981,1.4851E+11,1.74194E+11,1.29207E+11,94.01231114,108.1535006,104.32641
