TIME_PERIOD,CPI - index,CPI - YoY,HICP - index,HICP - YoY,PPI - YoY,PPI - index,Unemmployment - YoY,Unemployment - %,wage rate - YoY,wage rate - index,AEX -price ,AEX change,Country Level Index of Financial Stress,Industrial_confidence,Services_confidence,Consumer_confidence,Retail_confidence,Construction_confidence,Economic_sentiment,Employment_expectations,Inflation_expectations,Exchangerate_CPI,Exchangerate_PPI,10years_gov_bond_rate,3month_euribor,Loans_upto_1M,Loans_house,Loans_over_1M,M1,M2,M3,US_Dollar_per_EUR,Construction_index,Consumption,Export,GDP,Import,Industrial_production_index,Manufacturing_index,Retain_trade_index
2000-M01,73.55,1.799307958,72.83,1.63271002,11.50442478,75.6,-14.58333333,4.1,.,77.30147999,664.28,8.48%,0.1172,2.7,19.6,9.4,28.3,15.6,114.7,116.1,33.9,91.0541,91.8332,5.67,1.4431,.,.,.,45.65105,50.34723,51.21468,0.9791,92.82539683,68235222197,78064378191,1.38217E+11,69396001384,83.84363258,80.85147935,75.08001055
2000-M02,74,1.914336868,73.24,1.524812864,13.18518519,76.4,-12.5,4.2,.,77.42004054,662.29,-0.30%,0.1313,3.2,20.1,8,26.8,15.8,114,114.3,21.7,89.4337,90.6604,5.66,1.6368,.,.,.,45.68166,50.54759,51.47979,0.9714,111.1111111,68235222197,78064378191,1.38217E+11,69396001384,81.25349748,84.36676106,75.08001055
2000-M03,74.66,1.93883124,74.07,1.604938272,12.90322581,77,-12.5,4.2,.,77.65716165,661.38,-0.14%,0.1087,4.4,20.1,8.9,29,17.7,114.8,112.8,24.5,88.0058,89.2386,5.48,1.747,.,.,.,46.01603,50.66827,51.76973,0.9553,118.984127,68235222197,78064378191,1.38217E+11,69396001384,96.60244624,96.7874231,85.55629109
2000-M04,74.78,1.880108992,74.34,1.682396389,12.80931587,77.5,-11.36363636,3.9,.,78.42780523,655.5,-0.89%,0.1512,4.3,12.1,8.9,29.7,19.2,111.8,113.4,21.7,86.6481,88.0055,5.38,2.2253,.,.,.,46.39183,50.91055,51.98287,0.9085,111.8730159,68459608308,80090717713,1.3965E+11,71472589752,86.91342234,85.30416951,85.55629109
2000-M05,75.02,2.179242713,74.55,1.969634797,14.22351234,78.7,-11.62790698,3.8,.,78.42780523,672.14,2.54%,0.1321,4.8,15.2,7.5,28.4,15.6,113.3,112,27,84.9156,86.6849,5.5,2.562,.,.,.,46.10333,50.89887,51.98622,0.9303,118.4761905,68459608308,80090717713,1.3965E+11,71472589752,95.45127508,95.49848648,90.79443137
2000-M06,74.94,2.461033634,74.55,2.460142936,13.68876081,78.9,-13.95348837,3.7,.,78.42780523,668.18,-0.59%,0.0881,4.7,18.9,8.9,26.4,18.7,114.4,112,28.4,88.0281,89.4284,5.31,2.4017,.,.,.,46.02951,50.97224,51.96785,0.9556,115.5555556,68459608308,80090717713,1.3965E+11,71472589752,86.05004397,90.92862025,89.04838461
2000-M07,74.75,2.31316726,74.34,2.750518314,12.44695898,79.5,-13.15789474,3.3,.,79.2577291,689.52,3.19%,0.0774,6.6,23.2,6.4,26.6,21.5,116.7,111.1,21.6,87.2182,88.8565,5.4,2.4829,.,.,.,46.24069,51.08094,52.11268,0.9243,86.47619048,69034573476,82070188730,1.4082E+11,71939556067,85.09073467,86.00722586,86.42931447
2000-M08,75.08,2.205281786,74.62,2.457778388,12.34221599,80.1,-13.15789474,3.3,.,79.31700938,661.52,-4.06%,0.0892,4.9,22.8,7,26.7,22.8,115.3,113.3,25.3,84.8607,86.7185,5.36,2.7771,.,.,.,46.42943,51.35237,52.34299,0.8906,68.19047619,69034573476,82070188730,1.4082E+11,71939556067,84.03549444,86.59310614,84.68326772
2000-M09,75.99,2.967479675,75.31,2.924695914,12.88088643,81.5,-12.5,3.5,.,79.79125158,680.56,2.88%,0.0598,4.4,22.1,6.4,28.6,23.3,114.5,113.7,30.5,83.1307,85.2394,5.41,2.4528,.,.,.,46.24088,51.35152,52.32865,0.8765,125.4603175,69034573476,82070188730,1.4082E+11,71939556067,87.39307698,94.44390196,89.92140799
2000-M10,76.12,3.059842946,75.58,3.194975423,12.9476584,82,-14.63414634,3.5,.,79.79125158,649.92,-4.50%,0.0578,5.7,22.2,9,28.5,17.9,115.4,115.5,30.9,81.9801,84.0152,5.35,2.6413,.,.,.,46.3624,51.45742,52.45844,0.8417,127.8730159,69478315725,85629430898,1.42295E+11,75101909071,93.14893277,100.3027048,87.30233785
2000-M11,76.11,2.920892495,75.51,2.902698283,11.11111111,82,-15,3.4,.,79.79125158,637.6,-1.90%,0.0441,5,20.4,7.4,25.6,23.2,113.8,116.2,34.3,82.5287,84.605,5.3,2.592,.,.,.,46.33011,51.52686,52.55548,0.8684,124.1904762,69478315725,85629430898,1.42295E+11,75101909071,95.16348229,96.20154282,91.66745474
2000-M12,75.66,2.659430122,75.17,2.916210296,7.754010695,80.6,-16.21621622,3.1,.,79.96909241,639.98,0.37%,0.108,3.8,18.3,6.5,25.4,26.5,111.3,115.5,42.3,85.1921,87.3842,5.03,2.4392,.,.,.,46.56098,51.64953,52.81301,0.9305,91.3015873,69478315725,85629430898,1.42295E+11,75101909071,90.17507395,84.60111317,105.6358288
2001-M01,76.31,3.752549286,76.21,4.640944666,6.084656085,80.2,-17.07317073,3.4,4.141104294,80.5026149,597.33,-6.66%,0.0919,2.9,13.4,3.4,24.6,19.4,110.2,113.6,46.3,88.2159,90.6504,4.93,2.7707,.,.,.,46.58586,51.81201,53.15565,0.9293,96.63492063,69792910604,83619132570,1.42989E+11,75074896727,88.44831721,85.8900498,81.1911742
2001-M02,76.98,4.027027027,76.89,4.983615511,5.366492147,80.5,-19.04761905,3.4,4.185708897,80.66061807,558.36,-6.52%,0.0686,1.2,12.7,0.8,24.3,16.5,107.2,110.9,40.7,87.5869,89.8546,4.92,2.7558,.,.,.,46.81794,52.07879,53.41687,0.9248,108.4444444,69792910604,83619132570,1.42989E+11,75074896727,79.81453354,83.78088077,77.76577689
2001-M03,77.7,4.071792124,77.77,4.99527474,4.545454545,80.5,-21.42857143,3.3,4.071047053,80.81862124,593.09,6.22%,0.1662,0,11.6,-1.1,21.2,15.5,106.2,106.8,41.7,87.6734,89.7166,4.83,2.5086,.,.,.,46.79757,52.25582,53.69312,0.8832,119.8730159,69792910604,83619132570,1.42989E+11,75074896727,96.50651531,96.20154282,92.94861904
2001-M04,78.13,4.479807435,78.37,5.421038472,4.258064516,80.8,-20.51282051,3.1,4.055745076,81.60863708,585.15,-1.34%,0.139,-2,11.8,-2.8,19.4,14.5,104.4,104.1,44.4,87.0368,88.6331,5.02,1.982,.,.,.,47.2093,52.61301,54.01619,0.8876,109.5873016,70109629448,82626400770,1.43482E+11,73994236709,91.3262451,87.06181037,89.24548681
2001-M05,78.39,4.492135431,78.63,5.472837022,3.176620076,81.2,-21.05263158,3,4.559403087,82.00364501,573.5,-1.99%,0.1555,-2.5,9.2,-1,23.7,14.6,103.5,104.7,36.2,85.3067,86.9394,5.22,1.5367,.,.,.,47.54342,52.72603,54.2492,0.848,115.4285714,70109629448,82626400770,1.43482E+11,73994236709,95.64313694,94.32672591,98.78105231
2001-M06,78.09,4.20336269,78.34,5.083836351,2.534854246,80.9,-18.91891892,3,4.66013469,82.08264659,548.72,-4.32%,0.1225,-2.3,7.2,-5.7,25,12.5,102,104.9,36.6,83.9398,85.5798,5.17,1.5536,.,.,.,47.90158,53.19399,54.79078,0.848,118.984127,70109629448,82626400770,1.43482E+11,73994236709,87.39307698,93.15496534,96.09628144
2001-M07,77.98,4.321070234,78.29,5.313424805,0.503144654,79.9,-18.18181818,2.7,4.062601154,82.47765452,523.63,-4.57%,0.0777,-3.8,5.8,-4.4,27.8,12.9,101.6,104.3,37.4,84.8836,86.3372,5.17,1.9671,.,.,.,47.921,53.39749,55.06501,0.8755,92.57142857,70421473457,82702243730,1.43758E+11,74177833190,85.57038932,87.41333854,89.33806511
2001-M08,78.27,4.248801279,78.51,5.213079603,-0.74906367,79.5,-15.15151515,2.8,3.984826415,82.47765452,453.87,-13.32%,0.0905,-3.6,5.1,-5.4,26.9,5.6,101.4,104.3,37.4,87.5729,89.0527,4.98,2.0535,.,.,.,48.3006,53.7047,55.48745,0.9158,72.63492063,70421473457,82702243730,1.43758E+11,74177833190,85.47445839,86.47593008,90.7267397
2001-M09,79.23,4.26371891,79.33,5.337936529,-2.331288344,79.6,-14.28571429,3,3.366788813,82.47765452,460.33,1.42%,0.1349,-4.4,4.7,-4,26.6,6.2,100.5,102.6,42.5,88.3353,89.5183,4.98,1.7828,.,.,.,48.68793,54.07863,55.90852,0.9131,125.7142857,70421473457,82702243730,1.43758E+11,74177833190,87.20121513,90.57709208,92.85604073
2001-M10,79.15,3.980557015,79.36,5.001323101,-4.024390244,78.7,-11.42857143,3.1,4.356892155,83.26767036,492.67,7.03%,0.0606,-8,3.5,-6.5,22.9,6.8,97.4,102.1,44.9,88.3034,89.3943,4.77,1.3999,.,.,.,48.96818,54.3145,56.29995,0.9042,133.4603175,70949642227,81539143365,1.4387E+11,72375053229,92.66927812,100.1855288,95.26307669
2001-M11,79.05,3.862830114,79.14,4.80731029,-4.87804878,78,-8.823529412,3.1,4.356892155,83.26767036,506.78,2.86%,0.0743,-7.9,2.3,-4.7,25.8,6.5,96.6,101.8,41.9,86.694,88.2386,4.62,1.3857,.,.,.,49.34074,54.71237,56.71427,0.8898,126.7301587,70949642227,81539143365,1.4387E+11,72375053229,95.8349988,94.44390196,97.48495603
2001-M12,78.81,4.163362411,79.04,5.148330451,-3.970223325,77.4,-3.225806452,3,4.124816042,83.26767036,500.92,-1.16%,0.0485,-7.9,1.1,-1.8,25.3,5.9,97,101.3,38.2,87.168,88.9607,4.89,1.2449,.,.,.,49.38371,55.03405,57.04684,0.8813,91.04761905,70949642227,81539143365,1.4387E+11,72375053229,91.61403789,81.20300752,106.9279432
2002-M01,79.38,4.023063819,79.91,4.855005905,-3.865336658,77.1,0,3.4,4.023552502,83.74167987,494.91,-1.20%,0.1173,-6.8,-0.7,4.3,23.7,4.1,99.9,99,22.9,87.0304,88.9969,4.97,0.7388,.,.,.,49.92375,55.37273,57.31219,0.8637,100.0634921,70928790836,82097672776,1.43614E+11,73256552131,89.79135023,86.35875403,84.89430643
2002-M02,79.81,3.676279553,80.32,4.460918195,-4.223602484,77.1,5.882352941,3.6,4.015670911,83.89968304,531.21,7.33%,0.0872,-3.7,-0.5,1.1,24.9,4.6,100.7,99.3,4.3,86.1661,88.1937,5.03,0.8571,.,.,.,49.9547,55.43919,57.37823,0.8651,107.8095238,70928790836,82097672776,1.43614E+11,73256552131,79.14301703,82.72629626,80.35796945
2002-M03,80.52,3.629343629,81.17,4.371865758,-3.354037267,77.8,12.12121212,3.7,4.301075269,84.29469097,511.28,-3.75%,0.0568,-4.6,-0.3,1.1,22.9,3.9,100,100.3,2.5,86.3849,88.3366,5.27,0.8908,.,.,.,49.75205,55.58938,57.63349,0.8724,120.2539683,70928790836,82097672776,1.43614E+11,73256552131,93.34079463,93.62366956,95.35565499
2002-M04,80.9,3.545373096,81.68,4.223554932,-2.351485149,78.9,12.90322581,3.5,4.065827686,84.92670365,484.55,-5.23%,0.0636,-4.8,0.7,-2.8,21,0.5,98.4,99.7,-1.4,86.6898,88.6222,5.25,1.0069,.,.,.,50.5534,56.05375,57.98633,0.9008,112.7619048,70942099257,82781714275,1.43854E+11,74110534548,92.18962347,90.10838785,94.33729363
2002-M05,80.92,3.227452481,81.6,3.777184281,-2.955665025,78.8,16.66666667,3.5,3.564547206,84.92670365,439.66,-9.26%,0.0601,-5,0.4,-3.8,19.2,-1.2,97.7,98.4,-3.2,88.6599,90.3001,5.31,1.3671,.,.,.,51.04791,56.37927,58.47516,0.9387,109.4603175,70942099257,82781714275,1.43854E+11,74110534548,94.58789671,92.56908505,100.7251967
2002-M06,80.65,3.278268664,81.31,3.791166709,-3.090234858,78.4,20,3.6,3.561116458,85.00570523,363.59,-17.30%,0.1386,-4.9,0.3,-6.6,16.5,-4.9,96.9,98.1,-6.5,91.2922,92.4181,5.16,1.564,.,.,.,51.32854,56.65685,58.70315,0.9975,115.4285714,70942099257,82781714275,1.43854E+11,74110534548,89.31169558,93.03778928,96.46659466
2002-M07,80.54,3.282893049,81.22,3.742495849,-1.376720901,78.8,25.92592593,3.4,3.831417625,85.63771791,371.59,2.20%,0.1467,-5.9,0.4,-7.9,14.3,-9.1,95.8,96.7,-8.2,93.2749,94.0534,4.99,1.41,.,.,.,51.7229,56.89295,58.94021,0.9783,92.06349206,71153954485,83517322839,1.43969E+11,74796622998,90.55879767,90.22556391,94.05955871
2002-M08,80.81,3.245176952,81.38,3.655585276,-0.125786164,79.4,25,3.5,3.831417625,85.63771791,296.36,-20.25%,0.1524,-3.1,-3.4,-9.7,9.9,-13.6,95.5,94.1,-9,92.6891,93.6536,4.71,1.2519,.,.,.,52.11423,57.18515,59.34872,0.9833,71.61904762,71153954485,83517322839,1.43969E+11,74796622998,83.84363258,84.36676106,94.61502854
2002-M09,81.69,3.104884513,82.17,3.579982352,0.502512563,80,26.66666667,3.8,3.831417625,85.63771791,342.84,15.68%,0.3005,-4.9,-6.9,-11.8,11.6,-12.9,93.3,93.8,-9.5,92.899,93.6839,4.5,1.2101,.,.,.,52.75315,57.61083,59.91521,0.986,128.5079365,71153954485,83517322839,1.43969E+11,74796622998,90.6547286,93.03778928,92.85604073
2002-M10,81.49,2.956411876,82.09,3.440020161,1.524777637,79.9,29.03225806,4,2.941176471,85.71671949,361.99,5.59%,0.2488,-6.7,-11.3,-11,7.4,-11.1,91,92.5,-9.4,93.2068,93.7287,4.58,0.9613,.,.,.,53.01937,57.92898,60.13411,0.9864,127.6190476,71436641123,83745151430,1.4412E+11,74515199769,98.90478855,101.1229372,99.52167875
2002-M11,81.25,2.783048703,81.72,3.260045489,1.153846154,78.9,32.25806452,4.1,2.941176471,85.71671949,322.73,-10.85%,0.2156,-6,-12.2,-10.2,8.1,-15.8,91.8,92.2,-9.4,93.7683,94.4518,4.56,0.8241,.,.,.,53.83887,58.45999,60.71327,0.9927,119.6190476,71436641123,83745151430,1.4412E+11,74515199769,94.30010393,93.27214139,98.13300417
2002-M12,80.97,2.740768938,81.58,3.213562753,2.454780362,79.3,30,3.9,3.036053131,85.79572108,294.94,-8.61%,0.1442,-5.9,-13.4,-10.6,6.7,-12.1,91.7,91.4,-9.4,94.759,95.8551,4.36,0.641,.,.,.,54.24953,58.70232,61.03775,1.0487,80.12698413,71436641123,83745151430,1.4412E+11,74515199769,92.38148533,81.55453569,107.761148
2003-M01,81.25,2.355757118,82.07,2.703040921,4.02075227,80.2,64.70588235,5.6,3.490566038,86.66473851,266.21,-9.74%,0.2529,-7,-14.8,-16.3,6.7,-12.1,89.3,92.2,-0.7,97.535,98.2101,4.19,0.7318,1648,4270,8984,54.45835,59.07723,61.61316,1.0816,92.6984127,71253777145,84551935533,1.44451E+11,75380901223,91.90183068,86.59310614,88.41228206
2003-M02,81.75,2.430773086,82.65,2.900896414,5.317769131,81.2,61.11111111,5.8,3.29566855,86.66473851,248.54,-6.64%,0.3572,-8.6,-16.7,-17.2,5,-19.3,86.8,88.9,-10.2,98.8798,99.3891,3.97,0.2875,1477,3981,8960,55.04621,59.63618,62.12325,1.0782,100.6984127,71253777145,84551935533,1.44451E+11,75380901223,85.09073467,83.78088077,83.13531862
2003-M03,82.53,2.496274218,83.4,2.747320439,3.984575835,80.9,59.45945946,5.9,2.999062793,86.82274168,282.63,13.72%,0.4652,-9.7,-18.3,-17.2,7.3,-19.2,84.7,87.1,-1.9,99.526,99.7406,4.01,0.13,1816,4518,8906,55.47852,60.03253,62.38012,1.0895,114.2857143,71253777145,84551935533,1.44451E+11,75380901223,93.05300184,93.27214139,93.22635396
2003-M04,82.61,2.113720643,83.48,2.203721841,0.633713561,79.4,65.71428571,5.8,2.511627907,87.05974643,280.57,-0.73%,0.3807,-10.1,-19.5,-16.7,6.4,-23.5,84.7,85,6.1,99.6758,100.3337,4.23,0.4333,2416,5188,8270,56.21746,60.64632,63.18088,1.1131,109.2063492,71136164964,83825273583,1.43728E+11,75306763962,90.17507395,89.63968362,94.98534177
2003-M05,82.55,2.014335146,83.43,2.242647059,-0.253807107,78.6,62.85714286,5.7,2.697674419,87.2177496,291.55,3.91%,0.5224,-10.4,-20.5,-13.8,-2,-24.2,85.3,85.8,-1.7,103.5602,104.1728,3.91,0.6005,1780,5731,8863,56.68202,61.22114,63.55431,1.1822,107.6825397,71136164964,83825273583,1.43728E+11,75306763962,88.92797186,89.1709794,99.98457028
2003-M06,82.17,1.884686919,83.04,2.127659574,8.93E-14,78.4,66.66666667,6,2.788104089,87.37575277,317.49,8.90%,0.4998,-10.9,-21.1,-15.6,-2.6,-24.1,84.1,84.5,-5.2,104.0947,104.638,3.72,0.1519,1661,5193,7929,57.12232,61.42259,63.72349,1.1427,110.3492063,71136164964,83825273583,1.43728E+11,75306763962,84.61108002,90.22556391,91.93025768
2003-M07,82.24,2.110752421,82.95,2.130017237,-0.76142132,78.2,64.70588235,5.6,2.306273063,87.61275753,329.41,3.75%,0.4205,-10,-21.8,-18,-2.8,-19.5,84,85.2,-6.4,102.5903,103.1886,4.04,0.23,1963,5856,8195,57.57481,61.76529,64.11539,1.1318,87.74603175,70967917916,84196471198,1.43749E+11,75349522998,86.33783676,88.11639488,92.48572751
2003-M08,82.5,2.091325331,83.16,2.187269599,-0.881612091,78.7,65.71428571,5.8,2.398523985,87.69175911,306.78,-6.87%,0.2904,-10.1,-20.7,-14.1,-4.8,-21,83.9,84.8,-6.1,101.3579,101.8521,4.19,0.1404,1323,5441,7627,58.20695,62.1606,64.33812,1.0927,67.68253968,70967917916,84196471198,1.43749E+11,75349522998,78.56743145,79.44536666,89.52322173
2003-M09,83.31,1.983106867,83.85,2.044541804,-1.625,78.7,60.52631579,6.1,2.398523985,87.69175911,330.22,7.64%,0.3164,-8.5,-19.5,-12.5,-7.5,-20.2,86.4,84.3,-1.1,101.2908,101.6354,4.21,0.0473,1512,5971,7570,58.64914,62.30778,64.45574,1.1652,125.3333333,70967917916,84196471198,1.43749E+11,75349522998,89.50355744,94.44390196,91.09705292
2003-M10,83.08,1.951159651,83.67,1.924716774,-1.12640801,79,55,6.2,2.396313364,87.7707607,332.19,0.60%,0.2735,-7.8,-18.3,-13.6,-7.3,-23.2,87,85.1,0.7,103.3051,103.2758,4.27,0.1436,1726,6451,9007,59.34345,62.69436,65.01228,1.1622,120.6349206,71232574737,86217090866,1.44648E+11,77135760355,98.13734111,100.0683527,98.5958957
2003-M11,82.87,1.993846154,83.39,2.043563387,0.380228137,79.2,53.65853659,6.3,2.488479263,87.84976228,337.65,1.64%,0.2128,-6.5,-17.5,-12.1,-3.9,-22.7,88.5,86.4,-18.5,103.1968,103.2918,4.41,-0.041,1470,5305,7840,59.57012,62.94664,65.23512,1.1994,111.2380952,71232574737,86217090866,1.44648E+11,77135760355,91.80589975,90.34273997,91.46736615
2003-M12,82.34,1.691984686,82.87,1.581269919,-0.756620429,78.7,56.41025641,6.1,2.394106814,87.84976228,353.31,4.64%,0.1497,-3.2,-16.4,-9.8,-11,-21.2,91.1,87.3,-7.6,106.1263,105.9118,4.33,0.1463,2152,7303,9452,60.09705,63.22304,65.41167,1.263,83.3015873,71232574737,86217090866,1.44648E+11,77135760355,94.58789671,86.24157797,104.7060639
2004-M01,82.35,1.353846154,83.29,1.486535884,-1.496259352,79,23.21428571,6.9,1.458523245,87.92876387,356.59,0.93%,0.1885,-3,-15.6,-13.8,-4.5,-17.2,90.6,88.3,-6.5,107.3062,106.976,4.18,0.2895,1429,4191,7716,60.60476,63.43411,65.57814,1.2384,93.07936508,71478006885,86507023693,1.45992E+11,76354010806,89.50355744,85.18699346,86.74587255
2004-M02,82.72,1.186544343,83.77,1.355111918,-2.463054187,79.2,18.96551724,6.9,1.823154057,88.24477021,338.87,-4.97%,0.133,-4,-14.6,-6.6,-2.3,-17,92.3,89.7,-8.1,107.2742,106.8178,4.12,0.4705,1564,4594,8078,61.03587,63.70251,65.98205,1.2418,100.4444444,71478006885,86507023693,1.45992E+11,76354010806,84.2273563,84.48393712,79.5247647
2004-M03,83.44,1.102629347,84.45,1.258992806,-0.741656366,80.3,20.33898305,7.1,1.637852593,88.24477021,341.41,0.75%,0.1966,-2.9,-13.5,-9.1,-6.3,-20,92.5,90,-6.6,105.1276,105.0097,3.93,0.3288,1915,5417,7296,61.85237,64.08734,66.29659,1.2224,114.6666667,71478006885,86507023693,1.45992E+11,76354010806,100.5356144,99.71682453,90.81931801
2004-M04,83.71,1.331557923,84.74,1.509343555,2.267002519,81.2,20.68965517,7,1.996370236,88.7977813,337.19,-1.24%,0.127,-2.8,-12.1,-10.1,-6.7,-15.1,92.9,92.7,-3.2,103.4556,103.146,4.13,-0.0512,1880,4970,7734,62.20158,64.37427,66.58254,1.1947,106.1587302,71475966541,90744447152,1.46659E+11,79839668206,93.43672556,92.80343716,94.70760685
2004-M05,83.85,1.57480315,84.88,1.737983939,4.325699746,82,19.29824561,6.8,1.902173913,88.87678288,345.13,2.35%,0.1993,-1.6,-9.7,-9.1,-5.6,-16.8,95.1,93.3,1.3,104.4986,103.6351,4.37,-0.4141,1755,5076,7813,62.1706,64.58436,66.66639,1.2198,96.50793651,71475966541,90744447152,1.46659E+11,79839668206,90.55879767,89.28815545,94.70760685
2004-M06,83.31,1.387367652,84.27,1.481213873,4.081632653,81.6,15,6.9,1.717902351,88.87678288,329.91,-4.41%,0.1156,-0.4,-6.6,-10.9,-5.8,-18.6,96.2,95.8,1.2,104.498,103.3476,4.42,-0.2873,2529,6707,8794,62.64583,64.93722,67.16071,1.2155,112.6349206,71475966541,90744447152,1.46659E+11,79839668206,95.06755136,100.3027048,93.9669804
2004-M07,83.19,1.155155642,83.97,1.22965642,5.754475703,82.7,12.5,6.3,1.532912534,88.95578447,323.12,-2.06%,0.1199,-0.5,-3.7,-7.1,-5.1,-15.4,98.6,96.8,1.8,104.8202,103.8773,4.31,-0.184,2688,6884,8606,63.17739,65.35853,67.57073,1.2039,95.23809524,71573519364,92450522374,1.46857E+11,81298748166,92.09369254,92.92061322,94.52245024
2004-M08,83.47,1.175757576,84.12,1.154401154,6.226175349,83.6,12.06896552,6.5,1.441441441,88.95578447,323.94,0.25%,0.124,-1.3,-2.5,-8.1,-0.8,-14.1,97.8,96.5,-1.3,104.6653,103.7051,4.15,-0.2857,1963,5691,6975,63.51383,65.57459,67.80021,1.2111,53.71428571,71573519364,92450522374,1.46857E+11,81298748166,83.45990887,81.90606386,86.0052461
2004-M09,84.2,1.068299124,84.83,1.168753727,6.861499365,84.1,8.196721311,6.6,1.441441441,88.95578447,330.48,2.02%,0.0616,-0.9,-0.8,-9,-0.6,-13.1,98.2,96.7,5.9,104.7906,103.824,4.09,0.0186,2002,5535,7930,64.29501,66.17087,68.28304,1.2409,122.031746,71573519364,92450522374,1.46857E+11,81298748166,95.35534415,97.95918367,91.00447462
2004-M10,84.23,1.384207992,84.93,1.505916099,8.227848101,85.5,9.677419355,6.8,1.350135014,88.95578447,337.15,2.02%,0.0604,-2.8,0.5,-11.2,-0.5,-7.7,96.3,96.8,8.2,105.8568,104.6805,3.96,-0.2527,2163,5770,8194,64.77001,66.61478,68.77364,1.2737,116.0634921,71623117768,95041075428,1.47201E+11,84008289985,95.54720601,98.07635973,93.9669804
2004-M11,83.98,1.339447327,84.62,1.474997002,6.818181818,84.6,7.936507937,6.8,1.258992806,88.95578447,348.08,3.24%,0.0385,-2.6,2.2,-11.7,-5.2,-8.7,96.4,98.7,7.8,107.1223,105.6135,3.85,-0.0297,2068,6394,7723,65.39566,66.97448,69.08368,1.3295,117.8412698,71623117768,95041075428,1.47201E+11,84008289985,99.3844432,96.90459916,90.26384817
2004-M12,83.25,1.10517367,83.92,1.267044769,5.717916137,83.2,9.836065574,6.7,1.258992806,88.95578447,360.42,3.55%,0.0321,-2.3,4,-13.9,-7.7,-6.3,96.1,99.4,14.6,108.4002,107.0803,3.63,-0.1268,2357,8780,10117,65.31284,67.41967,69.74669,1.3621,84.31746032,71623117768,95041075428,1.47201E+11,84008289985,103.5094732,92.33473294,106.2798951
2005-M01,83.58,1.493624772,84.34,1.260655541,6.075949367,83.8,5.797101449,7.3,1.257861635,89.03478605,374.37,3.87%,0.018,-2.6,5.2,-11.8,-4.2,-5.4,97.1,99.5,10.7,106.8911,106.0047,3.56,0.2454,2262,5946,8639,66.55725,67.95678,70.04109,1.3035,89.52380952,71463968545,94033976846,1.47571E+11,82134269562,88.44831721,88.350747,82.69310891
2005-M02,84.1,1.66827853,84.99,1.456368628,6.565656566,84.4,8.695652174,7.5,1.163831692,89.27179081,369.56,-1.28%,0.0299,-3.3,5.6,-9,-5.7,-5.6,96.9,100.2,5.7,105.7866,105.1943,3.55,0.0383,1950,6251,6545,67.16069,68.29858,70.32161,1.3257,101.4603175,71463968545,94033976846,1.47571E+11,82134269562,85.57038932,87.17898643,79.49337555
2005-M03,84.88,1.725790988,85.73,1.515689757,7.098381071,86,7.042253521,7.6,1.163831692,89.27179081,348.2,-5.78%,0.0256,-3.7,5.8,-10.6,-2.6,-2.2,96.1,101.3,13.2,106.7196,105.9585,3.69,-0.0628,1941,7753,7541,67.50537,68.58904,70.53567,1.2964,111.7460317,71463968545,94033976846,1.47571E+11,82134269562,99.67223599,99.95117664,94.09215899
2005-M04,85.03,1.576872536,85.83,1.286287468,6.527093596,86.5,2.857142857,7.2,0.711743772,89.42979398,364.68,4.73%,0.0255,-4.6,5.9,-7,-0.6,-0.7,96.7,102.2,3.4,105.7842,104.8171,3.48,0.0372,1995,8121,7317,67.89683,69.08819,71.09621,1.2957,116.4444444,72081056407,95553107785,1.48924E+11,84495567545,96.41058438,96.31871888,94.39213399
2005-M05,84.98,1.347644603,85.76,1.036757776,4.634146341,85.8,4.411764706,7.1,0.533333333,89.35079239,383.83,5.25%,0.0348,-3.3,7.5,-11.5,-7.4,-2.5,97,102,5.7,104.5405,103.6672,3.3,0.1256,1572,8447,7084,68.52084,69.51003,71.54796,1.2331,106.2857143,72081056407,95553107785,1.48924E+11,84495567545,93.43672556,92.56908505,92.79226731
2005-M06,84.7,1.668467171,85.48,1.435860923,7.107843137,87.4,1.449275362,7,0.622222222,89.42979398,395.77,3.11%,0.052,-5.1,10,-12.5,-5.4,-1.8,96.1,103.8,7.9,101.7945,101.3522,3.13,0.111,1748,8989,7833,69.43326,70.12303,72.22966,1.2092,120.2539683,72081056407,95553107785,1.48924E+11,84495567545,96.89023903,101.1229372,97.99183401
2005-M07,84.57,1.658853228,85.2,1.46480886,6.529625151,88.1,3.174603175,6.5,0.888099467,89.74580032,389.6,-1.56%,0.0258,-5,11.9,-8.9,-5.3,-0.2,97.3,102.3,7,101.8554,101.4633,3.27,0.0194,1831,8729,7034,70.41545,70.85984,72.9616,1.2093,95.87301587,72744447374,97522137192,1.50733E+11,86003948318,90.17507395,90.92862025,94.09215899
2005-M08,84.96,1.785072481,85.52,1.664289111,6.459330144,89,1.538461538,6.6,0.888099467,89.74580032,402.99,3.44%,0.035,-3,12.6,-13.4,-5.1,3.8,98.6,102.6,10.1,102.4438,101.8684,3.28,-0.0675,1417,8657,6791,70.88569,71.23033,73.34222,1.2198,61.33333333,72744447374,97522137192,1.50733E+11,86003948318,85.85818211,86.7102822,89.69252562
2005-M09,85.73,1.817102138,86.23,1.650359543,7.253269917,90.2,3.03030303,6.8,0.888099467,89.74580032,394.16,-2.19%,0.0403,-1.4,14.2,-13.2,-2.4,5.1,99.3,103.6,16.1,101.8297,101.0367,3.12,-0.4609,1873,9024,7452,71.29781,71.99674,73.98764,1.2042,130.4126984,72744447374,97522137192,1.50733E+11,86003948318,94.8756895,101.2401133,95.99200067
